date,subways_total_estimated_ridership,subways_of_comparable_pre_pandemic_day,buses_total_estimated_ridersip,buses_of_comparable_pre_pandemic_day,lirr_total_estimated_ridership,lirr_of_comparable_pre_pandemic_day,metro_north_total_estimated_ridership,metro_north_of_comparable_pre_pandemic_day,access_a_ride_total_scheduled_trips,access_a_ride_of_comparable_pre_pandemic_day,bridges_and_tunnels_total_traffic,bridges_and_tunnels_of_comparable_pre_pandemic_day,staten_island_railway_total_estimated_ridership,staten_island_railway_of_comparable_pre_pandemic_day
2022-07-14T00:00:00.000,3203104,0.61,1355975,0.65,174794,0.55,159599,0.56,25312,0.89,977841,1.02,6413,0.47
2022-07-15T00:00:00.000,3021651,0.57,1291217,0.62,171615,0.54,148858,0.53,24177,0.85,994183,1.03,5527,0.40
2022-07-16T00:00:00.000,2093206,0.74,859537,0.64,101758,0.80,98156,0.64,15226,0.96,939649,1.02,64,0.01
2022-07-17T00:00:00.000,1674922,0.72,701796,0.64,82028,0.78,80166,0.76,13868,0.84,900361,1.02,7,0.00
2022-07-18T00:00:00.000,2720012,0.52,1209240,0.58,162178,0.51,132779,0.47,22670,0.80,877737,0.91,5543,0.40
2022-07-19T00:00:00.000,3169016,0.60,1372407,0.66,180693,0.57,160294,0.57,24933,0.88,932398,0.97,6593,0.48
2022-07-20T00:00:00.000,3190942,0.60,1357383,0.66,180707,0.57,156988,0.55,25590,0.90,945289,0.98,6167,0.45
2022-07-21T00:00:00.000,3109097,0.59,1302978,0.63,173070,0.55,150414,0.53,24308,0.86,954280,0.99,6166,0.45
2022-07-22T00:00:00.000,2942752,0.56,1267907,0.61,174861,0.55,138068,0.49,23926,0.84,993037,1.03,5322,0.39
2022-07-23T00:00:00.000,2028696,0.72,862976,0.64,99341,0.78,86245,0.56,14503,0.91,945847,1.02,32,0.01
2022-07-24T00:00:00.000,1596195,0.68,674189,0.61,82656,0.79,68265,0.64,12751,0.77,908767,1.03,6,0.00
2022-07-25T00:00:00.000,2727722,0.52,1220826,0.59,163454,0.52,140432,0.50,22355,0.79,893016,0.93,5692,0.41
2022-07-26T00:00:00.000,3175001,0.60,1360570,0.66,186182,0.59,162994,0.58,24990,0.88,942025,0.98,6479,0.47
2022-07-27T00:00:00.000,3232796,0.61,1369023,0.66,185332,0.59,161241,0.57,25759,0.91,957557,1.00,6667,0.48
2022-07-28T00:00:00.000,3151913,0.60,1332113,0.64,173264,0.55,156936,0.55,24413,0.86,974290,1.01,6421,0.47
2022-07-29T00:00:00.000,2932846,0.56,1260714,0.61,166723,0.53,147568,0.52,23697,0.84,979719,1.02,5532,0.40
2022-07-30T00:00:00.000,2074421,0.73,893846,0.66,89426,0.70,96840,0.63,15068,0.95,954809,1.03,56,0.01
2022-07-31T00:00:00.000,1649097,0.71,693700,0.63,77991,0.74,78953,0.74,14046,0.85,929822,1.05,3,0.00
2022-08-01T00:00:00.000,2739262,0.53,1240007,0.61,151752,0.49,138431,0.51,22892,0.82,904119,0.93,5673,0.42
2022-08-02T00:00:00.000,3070101,0.60,1346324,0.67,173023,0.55,158236,0.58,24865,0.89,919127,0.95,6452,0.48
2022-08-03T00:00:00.000,3124038,0.61,1367848,0.68,173751,0.56,158305,0.58,26785,0.96,947338,0.97,6170,0.46
2022-08-04T00:00:00.000,3049076,0.59,1323229,0.66,174491,0.56,147770,0.54,25326,0.91,976459,1.00,5409,0.40
2022-08-05T00:00:00.000,2822155,0.55,1260961,0.62,161323,0.52,129376,0.47,23824,0.85,976443,1.00,4754,0.36
2022-08-06T00:00:00.000,1999580,0.68,865676,0.63,95704,0.72,84495,0.56,14893,0.90,944842,0.99,33,0.01
2022-08-07T00:00:00.000,1542311,0.65,670866,0.61,78449,0.75,66242,0.64,14367,0.80,882525,0.96,153,0.04
2022-08-08T00:00:00.000,2705428,0.53,1276524,0.63,165363,0.53,137457,0.50,22965,0.82,926426,0.95,5496,0.41
2022-08-09T00:00:00.000,3013784,0.59,1308034,0.65,173284,0.55,151624,0.56,25056,0.90,922400,0.95,5935,0.44
2022-08-10T00:00:00.000,3134434,0.61,1347916,0.67,178656,0.57,147931,0.54,26098,0.93,948711,0.98,6117,0.46
2022-08-11T00:00:00.000,3093548,0.60,1315101,0.65,171390,0.55,146019,0.54,25553,0.91,966856,0.99,5842,0.44
2022-08-12T00:00:00.000,2963913,0.58,1273620,0.63,175220,0.56,137578,0.50,24849,0.89,996504,1.03,5422,0.41
2022-08-13T00:00:00.000,2089217,0.71,878499,0.64,103227,0.77,89569,0.59,15889,0.96,953867,1.00,1632,0.35
2022-08-14T00:00:00.000,1677803,0.70,692644,0.63,88242,0.85,72900,0.70,14492,0.81,931953,1.01,1339,0.37
2022-08-15T00:00:00.000,2768347,0.54,1234308,0.61,161519,0.52,144170,0.53,23199,0.83,921408,0.95,5395,0.40
2022-08-16T00:00:00.000,3045892,0.59,1288800,0.64,173651,0.56,157888,0.58,24994,0.89,919835,0.95,6228,0.47
2022-08-17T00:00:00.000,3074027,0.60,1284966,0.64,172248,0.55,155815,0.57,25904,0.93,935484,0.96,6080,0.45
2022-08-18T00:00:00.000,3077928,0.60,1283965,0.64,181136,0.58,150643,0.55,25701,0.92,982598,1.01,5834,0.44
2022-08-19T00:00:00.000,2918737,0.57,1239929,0.61,164682,0.53,141791,0.52,24141,0.86,995590,1.02,5132,0.38
2022-08-20T00:00:00.000,2038622,0.69,875371,0.64,96552,0.72,97718,0.64,15903,0.96,952947,0.99,1699,0.36
2022-08-21T00:00:00.000,1619422,0.68,692309,0.63,84669,0.81,81666,0.79,14617,0.81,918196,1.00,1272,0.35
2022-08-22T00:00:00.000,2622885,0.51,1144254,0.57,160918,0.51,141482,0.52,21887,0.78,884589,0.91,5185,0.39
2022-08-23T00:00:00.000,2992615,0.58,1261782,0.63,173898,0.56,155953,0.57,24448,0.88,921483,0.95,5903,0.44
2022-08-24T00:00:00.000,3020710,0.59,1288092,0.64,177790,0.57,151169,0.55,25654,0.92,946975,0.97,6036,0.45
2022-08-25T00:00:00.000,3090901,0.60,1310134,0.65,177178,0.57,142659,0.52,24964,0.89,981024,1.01,6122,0.46
2022-08-26T00:00:00.000,2863653,0.56,1217448,0.60,171765,0.55,133306,0.49,23417,0.84,967932,1.00,4969,0.37
2022-08-27T00:00:00.000,2066542,0.70,874084,0.64,103192,0.77,90006,0.59,15575,0.94,977708,1.02,2214,0.47
2022-08-28T00:00:00.000,1651689,0.69,681823,0.62,86867,0.83,76296,0.73,14506,0.81,940460,1.02,1816,0.51
2022-08-29T00:00:00.000,2836374,0.55,1263000,0.63,180588,0.58,140540,0.52,22503,0.81,927114,0.95,5705,0.43
2022-08-30T00:00:00.000,3091873,0.60,1326293,0.66,195986,0.63,152025,0.56,24300,0.87,934163,0.96,6228,0.47
2022-08-31T00:00:00.000,3144027,0.61,1342568,0.67,197154,0.63,149499,0.55,25541,0.91,972327,1.00,6261,0.47
2022-09-01T00:00:00.000,3114667,0.54,1338287,0.58,186311,0.57,140082,0.49,25382,0.85,997846,1.05,6189,0.36
2022-09-02T00:00:00.000,2925306,0.51,1250956,0.54,185153,0.57,138009,0.48,24696,0.83,1006354,1.06,5307,0.31
2022-09-03T00:00:00.000,2116811,0.66,867750,0.62,116405,0.98,94997,0.62,15863,0.93,924383,0.97,2455,0.59
2022-09-04T00:00:00.000,1802349,0.71,701646,0.64,97728,0.98,77386,0.74,15428,0.90,901892,1.02,1894,0.65
2022-09-05T00:00:00.000,1691887,0.66,682671,0.62,93198,0.94,74585,0.71,9722,0.57,801463,0.91,1977,0.68
2022-09-06T00:00:00.000,3063503,0.53,1231759,0.53,190260,0.58,164255,0.57,24963,0.84,892569,0.94,6016,0.35
2022-09-07T00:00:00.000,3444556,0.60,1412342,0.61,203983,0.62,179628,0.62,26773,0.90,939358,0.99,6698,0.39
2022-09-08T00:00:00.000,3644407,0.63,1517502,0.65,199489,0.61,178788,0.62,27121,0.91,966189,1.01,7185,0.42
2022-09-09T00:00:00.000,3481756,0.60,1492297,0.64,189930,0.58,161197,0.56,25627,0.86,1009058,1.06,6432,0.38
2022-09-10T00:00:00.000,2356865,0.73,914744,0.65,103789,0.88,98043,0.64,15345,0.90,982329,1.03,1948,0.47
2022-09-11T00:00:00.000,1737251,0.68,659929,0.60,82638,0.83,72789,0.69,14467,0.84,862493,0.97,1275,0.44
2022-09-12T00:00:00.000,3382150,0.59,1519324,0.65,187548,0.57,163430,0.57,24947,0.84,925590,0.97,6863,0.40
2022-09-13T00:00:00.000,3618354,0.63,1557686,0.67,200171,0.61,180183,0.62,26317,0.89,921108,0.97,7552,0.44
2022-09-14T00:00:00.000,3741978,0.65,1590666,0.68,202713,0.62,181619,0.63,28124,0.95,954907,1.00,7740,0.45
2022-09-15T00:00:00.000,3747731,0.65,1573907,0.68,197284,0.60,175672,0.61,27391,0.92,981703,1.03,7725,0.45
2022-09-16T00:00:00.000,3502358,0.61,1501956,0.65,184424,0.56,155750,0.54,26025,0.88,1015255,1.07,6797,0.40
2022-09-17T00:00:00.000,2350888,0.73,916215,0.65,99403,0.84,101734,0.67,15828,0.92,971118,1.02,2693,0.65
2022-09-18T00:00:00.000,1844317,0.72,712161,0.65,86329,0.87,79158,0.75,15588,0.91,935291,1.06,1944,0.66
2022-09-19T00:00:00.000,3369999,0.58,1490926,0.64,187831,0.57,164392,0.57,24491,0.82,909943,0.96,7155,0.42
2022-09-20T00:00:00.000,3767024,0.65,1554448,0.67,203873,0.62,188771,0.65,26148,0.88,930442,0.98,7962,0.47
2022-09-21T00:00:00.000,3878782,0.67,1543632,0.66,204572,0.62,188361,0.65,27479,0.93,946181,0.99,8112,0.47
2022-09-22T00:00:00.000,3732919,0.65,1433737,0.62,190703,0.58,174952,0.61,26136,0.88,938754,0.99,7883,0.46
2022-09-23T00:00:00.000,3626482,0.63,1413234,0.61,190670,0.58,168866,0.59,25738,0.87,981726,1.03,6902,0.40
2022-09-24T00:00:00.000,2377091,0.74,860948,0.61,98192,0.83,115822,0.76,15593,0.91,944900,0.99,1975,0.48
2022-09-25T00:00:00.000,1759832,0.69,660871,0.60,81212,0.82,87366,0.83,14770,0.86,861534,0.97,1582,0.54
2022-09-26T00:00:00.000,2812853,0.49,1206954,0.52,177235,0.54,153930,0.53,21532,0.73,868980,0.91,5848,0.34
2022-09-27T00:00:00.000,3204114,0.56,1290217,0.56,192275,0.59,176941,0.61,24344,0.82,886658,0.93,6744,0.39
2022-09-28T00:00:00.000,3712354,0.64,1541900,0.66,201525,0.62,179234,0.62,27423,0.92,930967,0.98,7903,0.46
2022-09-29T00:00:00.000,3707751,0.64,1503472,0.65,194288,0.59,173138,0.60,26857,0.90,960265,1.01,7738,0.45
2022-09-30T00:00:00.000,3503239,0.61,1477082,0.64,181549,0.55,164028,0.57,26614,0.90,997765,1.05,6623,0.39
2022-10-01T00:00:00.000,2032983,0.61,758826,0.55,72081,0.64,80394,0.53,13718,0.78,820869,0.87,1855,0.41
2022-10-02T00:00:00.000,1621851,0.66,591909,0.59,61918,0.68,68450,0.65,13897,0.76,793492,0.94,1302,0.34
2022-10-03T00:00:00.000,3370048,0.59,1426633,0.63,173268,0.55,153913,0.53,25390,0.85,880633,0.95,6824,0.38
2022-10-04T00:00:00.000,3397689,0.59,1354099,0.60,181887,0.58,166868,0.57,25282,0.85,833631,0.90,6825,0.38
2022-10-05T00:00:00.000,3077346,0.54,1206674,0.54,176091,0.56,158117,0.54,24305,0.82,816200,0.88,6012,0.34
2022-10-06T00:00:00.000,3848909,0.67,1554806,0.69,203783,0.65,182247,0.63,28527,0.96,981805,1.06,7907,0.44
2022-10-07T00:00:00.000,3591080,0.62,1480214,0.66,204261,0.65,166955,0.57,26725,0.90,1018633,1.10,6865,0.38
2022-10-08T00:00:00.000,2397249,0.72,888506,0.64,114687,1.01,110122,0.72,15448,0.87,965140,1.02,1975,0.43
2022-10-09T00:00:00.000,1917721,0.78,691656,0.69,97984,1.08,88783,0.84,14776,0.80,911141,1.08,2200,0.58
2022-10-10T00:00:00.000,2556722,0.44,1034288,0.46,163310,0.52,152488,0.52,17806,0.60,845129,0.91,4220,0.24
2022-10-11T00:00:00.000,3649405,0.63,1521587,0.68,203885,0.65,192887,0.66,26435,0.89,899509,0.97,7841,0.44
2022-10-12T00:00:00.000,3776129,0.66,1554226,0.69,203866,0.65,185488,0.64,28193,0.95,945786,1.02,7820,0.44
2022-10-13T00:00:00.000,3682799,0.64,1463795,0.65,195360,0.62,173174,0.60,26422,0.89,935038,1.01,7593,0.43
2022-10-14T00:00:00.000,3578772,0.62,1468602,0.65,186594,0.59,170188,0.59,26877,0.90,1000719,1.08,6877,0.39
2022-10-15T00:00:00.000,2363501,0.71,914771,0.66,100804,0.89,108230,0.71,15945,0.90,964859,1.02,1897,0.42
2022-10-16T00:00:00.000,1773903,0.72,705073,0.70,80395,0.88,85438,0.81,15338,0.84,898969,1.06,1385,0.37
2022-10-17T00:00:00.000,3314497,0.58,1430672,0.63,182855,0.58,170716,0.59,24045,0.81,860596,0.93,6952,0.39
2022-10-18T00:00:00.000,3693627,0.64,1510826,0.67,199026,0.63,191540,0.66,26135,0.88,894481,0.96,7917,0.44
2022-10-19T00:00:00.000,3814404,0.66,1545140,0.69,202921,0.65,185202,0.64,28002,0.94,916246,0.99,7934,0.44
2022-10-20T00:00:00.000,3810901,0.66,1532692,0.68,201886,0.64,180234,0.62,27649,0.93,970479,1.05,7784,0.44
2022-10-21T00:00:00.000,3570334,0.62,1452280,0.64,185797,0.59,166539,0.57,26385,0.89,997993,1.08,6848,0.38
2022-10-22T00:00:00.000,2430406,0.73,916539,0.66,97921,0.86,122863,0.81,15832,0.90,970862,1.03,90,0.02
2022-10-23T00:00:00.000,1740520,0.71,668183,0.67,76024,0.83,83665,0.80,14434,0.79,872119,1.03,19,0.01
2022-10-24T00:00:00.000,3357840,0.58,1432728,0.64,182390,0.58,161772,0.56,24643,0.83,887372,0.96,6929,0.39
2022-10-25T00:00:00.000,3712582,0.65,1512725,0.67,200671,0.64,183507,0.63,27080,0.91,903935,0.97,7864,0.44
2022-10-26T00:00:00.000,3794534,0.66,1539557,0.68,201843,0.64,181254,0.62,27891,0.94,932571,1.00,7978,0.45
2022-10-27T00:00:00.000,3892985,0.68,1543031,0.68,196789,0.63,179032,0.62,28035,0.94,971657,1.05,7848,0.44
2022-10-28T00:00:00.000,3624748,0.63,1455834,0.65,179633,0.57,159109,0.55,26237,0.88,992291,1.07,6647,0.37
2022-10-29T00:00:00.000,2440601,0.73,912721,0.66,86888,0.77,102975,0.68,15778,0.89,949043,1.00,42,0.01
2022-10-30T00:00:00.000,1875953,0.76,711004,0.71,69358,0.76,80576,0.77,15324,0.83,903170,1.07,5,0.00
2022-10-31T00:00:00.000,3410892,0.59,1394453,0.62,177547,0.56,157055,0.54,24178,0.81,862337,0.93,6759,0.38
2022-11-01T00:00:00.000,3706707,0.66,1501329,0.69,196102,0.60,178425,0.62,26993,0.86,911552,0.97,7756,0.46
2022-11-02T00:00:00.000,3788123,0.67,1549724,0.71,198277,0.60,181158,0.63,28493,0.91,918835,0.97,7788,0.46
2022-11-03T00:00:00.000,3802455,0.67,1521975,0.70,197940,0.60,178498,0.62,28364,0.91,941513,1.00,7676,0.45
2022-11-04T00:00:00.000,3586358,0.64,1459619,0.67,180084,0.55,161378,0.56,27340,0.88,975347,1.03,6813,0.40
2022-11-05T00:00:00.000,2449943,0.78,918127,0.70,96845,0.84,110793,0.73,16790,0.99,940206,1.03,2628,0.76
2022-11-06T00:00:00.000,2116063,0.84,648085,0.65,92648,0.98,94517,0.91,13926,0.74,779295,0.95,3122,1.02
2022-11-07T00:00:00.000,3456868,0.61,1478731,0.68,190295,0.58,168401,0.59,26193,0.84,901997,0.96,7365,0.43
2022-11-08T00:00:00.000,3431700,0.61,1356894,0.62,201028,0.61,183142,0.64,25939,0.83,888462,0.94,6463,0.38
2022-11-09T00:00:00.000,3772030,0.67,1517250,0.69,199030,0.61,180581,0.63,28589,0.92,921392,0.98,7722,0.45
2022-11-10T00:00:00.000,3802230,0.67,1516812,0.69,203722,0.62,180584,0.63,28385,0.91,976695,1.04,7749,0.46
2022-11-11T00:00:00.000,2994708,1.19,1077574,1.08,172756,1.83,154511,1.48,20634,1.10,870209,1.06,4558,1.49
2022-11-12T00:00:00.000,2431419,0.77,893837,0.68,94911,0.82,106101,0.70,15153,0.89,889070,0.98,2262,0.65
2022-11-13T00:00:00.000,1794024,0.71,662034,0.66,76869,0.81,76460,0.73,15544,0.83,859975,1.04,1658,0.54
2022-11-14T00:00:00.000,3401075,0.60,1441705,0.66,181582,0.55,165573,0.58,25728,0.82,889804,0.94,7135,0.42
2022-11-15T00:00:00.000,3713627,0.66,1483782,0.68,196179,0.60,182790,0.64,28155,0.90,903257,0.96,7776,0.46
2022-11-16T00:00:00.000,3751773,0.67,1484607,0.68,194893,0.59,179233,0.63,28574,0.92,912685,0.97,7589,0.45
2022-11-17T00:00:00.000,3797815,0.67,1493119,0.68,193797,0.59,178147,0.62,28778,0.92,962670,1.02,7633,0.45
2022-11-18T00:00:00.000,3539202,0.63,1412974,0.65,183576,0.56,161777,0.57,27236,0.87,981421,1.04,6546,0.38
2022-11-19T00:00:00.000,2323449,0.74,864766,0.66,97654,0.85,101076,0.67,16076,0.95,929687,1.02,1630,0.47
2022-11-20T00:00:00.000,1721187,0.68,645986,0.65,74524,0.79,74870,0.72,15556,0.83,830876,1.01,1079,0.35
2022-11-21T00:00:00.000,3363626,0.60,1393031,0.64,185570,0.57,166517,0.58,25766,0.83,896487,0.95,7017,0.41
2022-11-22T00:00:00.000,3548882,0.63,1447618,0.66,200264,0.61,183771,0.64,27957,0.90,982740,1.04,7462,0.44
2022-11-23T00:00:00.000,3263998,0.58,1358016,0.62,210438,0.64,184135,0.64,25032,0.80,983719,1.04,6862,0.40
2022-11-24T00:00:00.000,1382266,0.55,515903,0.52,90771,0.96,90057,0.87,18369,0.98,859064,1.04,2006,0.65
2022-11-25T00:00:00.000,2058658,0.82,842892,0.85,163354,1.73,148368,1.43,12834,0.68,766290,0.93,3361,1.10
